"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Siblings"	"65 -"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"18 - 20"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"18 - 20"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect females"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Extortion, aggravated extortion 31:3,4"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"10 - 14"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"18 - 20"	"Suspect males"	"Assault 21:5"
